word, count
Aššur-eṭiranni,1
Amat-Kurra,1
Qat-Aššur-aṣbat,1
Susu,1
harbūtu,1
Nergal-duri,1
Arbail-šarrat,1
Imanni-il,1
Issar-mašlalati,1
Hehe,1
Kurʾe-Inurta,1
Gugu,1
Kannuʾ,1
Apladad-kabti-ahhe,1
Apladad-idri,1
Uaru,1
Urkime,1
Nabu-šarru-ahhešu,1
Belu-ukin,1
Pan-Nabu-ṭemi,1
Nabu-tapputi-alik,1
Pašanu,1
Quni-Huru,1
Adad-šumu-iddina,1
Šer-lutbe,1
Inurta-zeru-uṣur,1
ša-epinni,1
Šumma-Iau,1
Nabu-šadduni,1
Il-amar,1
Šarru-ilaʾi,1
Disi,1
Duʾa,1
Nabu-šarru-ukin,1
Nabu-uballissu,1
Yaʾudu,1
Aduni-ihʾa,1
Gir-Ṣapunu,1
Abi-umme,1
Issar-tazi,1
Bir-Šamaš,1
Ahubu,1
Šašma,1
Šamaš-zeru-uṣur,1
Aššur-reʾušunu,1
Naṣibinaya,1
Bel-Harran-abu-uṣur,1
Ilu-remanni,1
ša-pīlūšu,1
Inurta-eṭiranni,1
Pipia,1
Bar-napi,1
Aštamašti,1
Atamar-Issar,1
lāsimu,1
Bel-šumu-ereš,1
Parutani,1
Issar-paya,1
Aššur-kenu-balliṭ,1
Abi-yasubu,1
Samunu-yatuni,1
Ša-la-Belet-mannu,1
kurgarrû,1
Šulmu-ereš,1
Il-Qisu,1
Malgadi,1
Paruṭu,1
Dunuzu,1
Inurta-iddina,1
Adad-reṣuwa,1
Kanunu,1
Naʾid-Marduk,1
Agru,1
Alu-ṣarrapi,1
Qibit-Issar,1
La-teggi-Nanaya,1
Šania,1
Issar-mukinnia,1
Nergal-šumu-uṣur,1
Bel-qissi,1
Šamšanni-ilu,1
Ahu-ereš,1
Bel-Harran-duri,1
Issar-naṣir-duri,1
Adad-rapa,1
Kamabanu,1
Tablaya,1
Gir-Ha,1
Habanu,1
Aba-il,1
Ṣil-Sin,1
Sukkaia,1
Marduk-leʾi,1
Bililutu,1
Nabu-dur-qalli,1
Barhaza,1
Abi-lihiya,1
Nabu-damqi-ilani,1
Mananu,1
Hannusi,1
Adda-natan,1
Namari-Dadi,1
Suqayu,1
Mukin-zeri,1
Ham-lešir,1
Diquqinaya,1
Budanuše,1
Bel-likṣur,1
ṣāripu,1
Nabu-ayali,1
Azi,1
Mullissu-ummi,1
Abdi-Seʾ,1
Nabu-takilka-šatbi,1
La-tubašanni,1
Saʾumu,1
Zababa-ereš,1
Adad-mušeṣi,1
Mardukati,1
Aššur-natkil,1
andunānu,1
Aššur-deʾiq,1
La-tubašanni-Adad,1
Turṣi-Issar,1
Aššur-ahhešu-ereš,1
Busuku,1
Isinnayu,1
Kiribtu-Aššur,1
Halleṣu,1
Mudammiq-Aššur,1
Aššur-bel-ilani,1
Musukayu,1
Urdu-Inurta,1
Seʾ-naqami,1
Kilaku,1
Seʾ-iate,1
Sadaya,1
Tagali,1
Nabutu,1
Se-ili,1
Bel-aplu-iddina,1
Mannu-ki-ahi,1
Issar-šimanni,1
Naʾnu,1
Nabu-dur-enši,1
Tillayu,1
Adad-ṭaba,1
Mar-lihia,1
Ribaya,1
Aya-ammu,1
Tuimmu,1
Erihi,1
Haṣaya,1
Alu-ašlaki,1
Mullissu-haṣinat,1
Sa-hpi-mau,1
muraqqiu,1
Bel-šumu-iddina,1
Ubru-Mullissi,1
Puṭu-Paiti,1
Aya-ahhe,1
Ṣalimtu,1
Tarhu-nazi,1
Nabu-nakil,1
Šamaš-nadin-ahi,1
Abi-dala,1
Marti,1
qamû,1
Puhi,1
Buru-abu-uṣur,1
Adad-naṣir,1
Šamaš-šarrani,1
Pamu,1
Ilu-kettu-iram,1
Il-abu-riba,1
Hariruri,1
Sinqi,1
Buadi-Iau,1
Urdu-Allaya,1
Eriba-ilu,1
Nabu-ramat,1
Urkittu-tašmanni,1
Inurta-taklak,1
Dur-Sin-ahhe-eriba,1
Useaʾ,1
Baʾassi,1
Kurra-dimri,1
Attar-qamu,1
Šamaš-kenu-uṣur,1
Adda-babaʾu,1
Ṭusi,1
Yazini,1
Labigaya,1
Husurayu,1
Adda-rapa,1
Unzarhu-Aššur,1
Bir-Attar,1
Sunaya,1
Hana-Huru,1
Hala-šuri,1
Ašuisi,1
Nergal-remanni,1
Hal-Suhu,1
Apli,1
Huṣurayu,1
Bel-natan,1
Hazugu,1
Šammu-uballiṭ,1
Nušku-balaṭu-uṣur,1
Marduk-šarru-ibni,1
Halaiddi,1
Aqdaš-il,1
Adunu-dala,1
Nabu-šaliṭ,1
Il-manani,1
Ša-ili-tazzaz,1
Ilu-šezib,1
Harruṣu,1
Manzarne,1
Diquqina,1
Qili,1
Uqur-Adad,1
Mahite,1
Mera,1
Zabayu,1
Belayu,1
Taklak-ana-ili,1
Taklak-ana-Aššur,1
Rammanu,1
Bel-gimillu-tere,1
mušākil-alpi,1
Sagiru,1
Balṭi-Aia,1
Nergal-uballissu,1
Nergal-upniʾa,1
Paddanu,1
Bel-šezibanni,1
Kisiri,1
Issar-alik-pani,1
Bani-Anu,1
Bel-kibsi-ilaʾi,1
Adad-šumu-iškun,1
Duri-Issar,1
Šullumu,1
Urzunapi,1
Ahi-limmi,1
šīqu,1
Abi-iti,1
Gala-Gusu,1
Hallaba,1
Kapar-Nur-beti,1
Seʾ-haza,1
Hara-Dadi,1
Pirsu,1
Ilti-bassi,1
Adda-yababa,1
Sin-aplu-uṣur,1
Napi,1
Aggaru,1
Marduk-bani-ahhi,1
Igi,1
Nabisikki,1
Susanaya,1
Nabu-ussetiq,1
Sammu-rama,1
Gambulayu,1
Kabia,1
Yakiru,1
Aššur-ahhe,1
Ša-Birtaya,1
halīdu,1
Asalluhi-remanni,1
Hidatanu,1
Urdu-apli,1
Silim-Dadi,1
Ahu-ittabši,1
Kapar-Maṣi-ilu,1
Remut-Adad,1
Sallimaya,1
Erudi,1
Alu-ikkarati,1
Abi-ilaʾi,1
Saggil-šarru-uṣur,1
Nabu-šumu-ibni,1
Nabu-kenu-ubbib,1
Silim-Inurta,1
Adda-pada,1
Ratulu,1
Bita,1
Yaqira,1
Zer-šangussu,1
Laqisu,1
Ulka,1
Sinainni,1
Liphur-ilu,1
Haldi-ṭaya,1
Kurʾe-nadin-ahi,1
Handa-pi,1
Hunzudi,1
Qutnu,1
Zana,1
Naʾid-Aššur,1
Qurdi-Issar-lamur,1
Baššaša,1
Il-gabbe,1
Bagagi,1
Lu-ki-Mama,1
Ilu-balassu-iqbi,1
Ṣil-Adad,1
Aššur-ahhe-uṣur,1
Libbalayu,1
Šelubu,1
Nikkal-šumu-iddina,1
Kapar-Nabu-šezib,1
Kapar-Tabalayu,1
Kapar-Lu-ahhe,1
Kapar-Dakana,1
Kapar-Zaruti,1
Hazahi,1
Amru-Issar,1
Babilaya,1
Edasu,1
sahliu,1
zarû,1
Aššur-šumu-ibni,1
Belu-naṣir,1
Haṭṭušu-aldi,1
Aia-šarru-ibni,1
Gimillu,1
Bel-samaʾ,1
Taquni,1
Bessi-naʾdat,1
gērû,1
Šar-ilani,1
La-qebu,1
Kandalanu,1
Dur-Illil,1
Suʾa,1
Mukaʾʾin-šarrute-ilu,1
Milqi,1
Šuraya,1
Arakai,1
In-mati,1
Hidiniba,1
Nabu-ahu-eriba,1
Ahi-qumu,1
Adunu,1
Halpaya,1
Argunu,1
Ṭabete,1
Kapar-Birtayu,1
Aššur-taqqinanni,1
kuluʾu,1
Šamaš-kenu-balliṭ,1
Teše-ereš,1
Quri,1
Kunasi,1
Birtayu,1
Bel-iqišanni,1
Aššur-mutaqqin,1
Samati,1
Kettu-uṣur,1
Salamu-imme,1
Ešerayu,1
Samiku,1
Nergal-leʾi,1
Šumu-lešir,1
Ullu,1
Ribati-ili,1
Paripaza,1
Se-gabbari,1
Haza-il,1
Aššur-zeru-iddina,1
Ludune,1
Bel-zeru-iqiša,1
Sin-natannu,1
Bazi,1
Adda-iaba,1
Burunatu,1
Uštalahi,1
Aʾilanu,1
Kusini,1
Sahra,1
Hursisu,1
Takaʾin,1
Inba,1
Imannu,1
Ahi-idri,1
Il-dusu,1
Unzarhu-Issar,1
Ṭab-alu,1
Kuṣura,1
Azzanayu,1
Puhrat-Issar,1
Adad-šarru-uṣur,1
Saniti,1
Ibtaš-lešir,1
Eridayu,1
Edu-lešir,1
Ṣiri,1
ša-muhhi-qanāti,1
Issar-dur-qalli,1
ša-kubšīšu,1
Urkittu-leʾat,1
Urkittu-rišat,1
Mannu-ki-ummi,1
Hatezaya,1
Murabbataš,1
Pahi,1
Šarru-duri,1
Dunnu,1
Nergal-šezibanni,1
Ša-qala-tuaršu,1
Duri,1
Adda-ladin,1
Iglanu,1
Sin-kuṣuranni,1
Mar-šarri-bel-ahhe,1
Tartiba,1
Zibbu,1
Qannasusi,1
Ammi-yababa,1
Laia,1
Ṣan-Ṣaruru,1
Ehe,1
ša-pān-bīt-ili,1
Marduk-šallim-ahhe,1
Ea-šarru-ibni,1
Issar-ereš,1
Šeʾu,1
Inurta-isseʾa,1
Bel-qatua,1
Buru-naṣaba,1
Lubbur-pi,1
Šer-idri,1
Adda-kabar,1
Adda-yaba,1
Azarru,1
Mati-ken,1
Seʾimme,1
Kubabu-lunu,1
Ša-Issar-šunu,1
Paluʾa,1
Nešu,1
Šamaš-aplu-iddina,1
Aissi,1
Urdu-Dagan,1
Ṣuṣi,1
Apaya,1
Seʾ-amuti,1
Nergal-naʾdi,1
Šibani,1
Aššur-šar-ahhe,1
Balaṭu-iqbi,1
Pan-Marduk,1
Ikkaru,1
Šagim,1
Marduk-ter,1
Enati,1
Teri,1
Šamaš-kenu-dugul,1
Aššur-iddina,1
Habbur-Issar,1
Kapar-Azhula,1
Mardanu,1
Kulaya,1
Inurta-aplu-iddina,1
Kanunaya,1
Yadida,1
Nergal-šarru-ahhešu,1
Aššur-ibni-ahhe,1
Milki-immi,1
Sisi,1
Ilu-ahu-uṣur,1
Handa-riṣi,1
Baʾalti-idri,1
Marduk-šallimšunu,1
Ṭab-Seʾ,1
Kinaya,1
Bel-remanni,1
Gula-eṭir,1
Sin-taklak,1
Enku,1
Argasu,1
Irissi-ilani,1
Šar-Aššur,1
Remuʾa,1
muribbānu,1
Našuh-aplu-ušur,1
Dala-il,1
hāmū,1
Inurta-nadin-ahi,1
Kidmuri,1
Alu-masenni,1
Ṣidqi,1
Nuhbaya,1
Ramman-idri,1
Barbarra,1
Urza,1
Sa-eṭir,1
Qullulu,1
Šišilaya,1
Haldi-duri,1
Ammi-suri,1
Šišil,1
Abdi-Sikuni,1
Udia,1
Sabuʾ,1
Idrunu,1
Hanunu-il,1
Qanse,1
Nikua,1
Adad-riba-ahhe,1
Abdi-Ramman,1
Hana-kiṣir,1
Ahutu-hidi,1
Bit-abi-ilaya,1
Bit-abi-ilaʾi,1
Gir-Aya,1
Tarhun-akil,1
qumbutu,1
Zabdi-il,1
Sin-ahu-uṣur,1
Ṭiri,1
Kapar-segalli,1
Ahi-qamu,1
hušāru,1
Banitu-ereš,1
Issaran-mesi,1
Šeššayu,1
Suni,1
Hati-il,1
Happati,1
Ammi-ramu,1
Asalluhi-ahhe-iddina,1
Ipqu,1
Pilaqqanu,1
Nagahanu,1
Nabu-turṣanni,1
Isi,1
Dayanu-idri,1
Rama,1
Buʾšaya,1
Pudi,1
Qutari,1
aškāpu,1
Tilʾe,1
Baniti,1
Abnanu,1
Apladad-ilaʾi,1
nāqidu,1
Ṭab-ṣil-Adad,1
Alu-nappahi,1
gullubu,1
Paršara,1
Ahi-ṭuri,1
Šar-ili,1
Atamar-Aššur,1
ṣamādu,1
Zakrutu,1
dalhu,1
Hunanu,1
ṣāltu,1
rakkubu,1
akāšu,1
Abi-Seʾ,1
zukkû,1
Dadunu,1
narūqu,1
tappû,1
Eni-il,1
Bel-uduʾa,1
Nugul,1
Ezi,1
Zala,1
Bit-Kapsiaya,1
Nalhiti,1
ištānu,1
amurru,1
Parnaka,1
Bel-qatika-ṣabat,1
kupru,1
qarhu,1
šahāhu,1
Pigat,1
Ṣabatti,1
zilītu,1
Niqi-Tubliš,1
šullumu,1
eperu,1
sakāku,1
Rahba,1
Guzummanu,1
kuttumu,1
sugullu,1
Zaddi,1
Aya-hari,1
Rapa-il,1
Bit-Kapsi,1
Piusi,1
āṣītu,1
Aradataya,1
duhnu,1
Aparu,1
Raši-Marduk,1
Yannuqu,1
Bit-Yakin,1
dalbānu,1
qurruru,1
Natan,1
Mannu-iri,1
šatammūtu,1
Parsumaš,1
Yatiʾ,1
Malahu,1
purīdu,1
Bit-Šilanu,1
qurpissu,1
ulmu,1
apu,1
padānu,1
parāzu,1
Seʾ-rame,1
Bit-Zabidaya,1
šalāhu,1
Qabaya,1
Diglat,1
Zer-Babili,1
lussumu,1
Bel-eriba,1
Adda-ramu,1
Al-šukkalli,1
Damunaya,1
rapāšu,1
Ennet-Aššur,1
Ugar-Nabu,1
Kissikaya,1
dāt,1
Rišteana,1
ša-bēt-qiqî,1
Purattu,1
Paukku,1
Karkarhundir,1
Nabu-reʾuʾa,1
Ellipaya,1
šâšunu,1
Guzanaya,1
Qirbit,1
Til-Aššuri,1
Izuzu,1
Bienši,1
Urumeqa,1
Hidalu,1
haṭāṭu,1
šapliš,1
harbubu,1
Kimar,1
parāʾu,1
daʾāqu,1
Zabgagaya,1
Satarnu,1
Abdudu,1
abiktu,1
šaršaruttu,1
puhtu,1
Nibe,1
Nashir-Bel,1
Mandiraya,1
Balaṭi,1
ikkānû,1
pēgu,1
Yadburu,1
Ubaru,1
Nabu-bani,1
Palihka-libluṭ,1
Zazaya,1
Amat-Bel-uṣur,1
Naʾid-Ešeriga,1
Anu-ereš,1
Paltaṣi,1
Aqaba,1
La-baši,1
Zaqiru,1
Darataya,1
Eriba,1
Sin-duru-uṣur,1
lummudu,1
Parsuaya,1
Bit-kari,1
Adinni,1
Qudanati,1
Duʾani-Issar,1
ahamma,1
mammēnu,1
kakkūsu,1
kiplu,1
Humhum,1
šērubu,1
ithuru,1
dišānu,1
Dur-Anuniti,1
Kutayu,1
Seʾ-salamu,1
tību,1
takṣâtu,1
yānumeš,1
Sipparaya,1
galātu,1
Guhuru,1
Hamban,1
šīṭu,1
Tizu,1
Kiguhtu,1
Kizahasi,1
uššuru,1
kadammu,1
šahû,1
himtu,1
hisītu,1
Argada,1
dannunu,1
Barik-il,1
Umadi,1
Nabu-epuš,1
Madayu,1
espu,1
Hadalpa,1
Uppite,1
kabātu,1
Marpadaya,1
Marpada,1
hammû,1
bussuru,1
bussurtu,1
sanû,1
urāsūtu,1
Šamaš-ruqaya,1
ammîša,1
Abdudaya,1
Aššur-ṣabtanni,1
Uriakkaya,1
Erra-dala,1
Bel-uṣur,1
Ahu-bani,1
ayāka,1
Hiuru,1
Uṣur-Adad,1
Raʾiwanu,1
Nagiataya,1
Rubuʾu,1
Litaʾu,1
Apalla,1
Rahihu,1
Nunak,1
napṭu,1
šurdu,1
šunagu,1
Yazapu,1
kadāru,1
Ina-qibi-Bel-abluṭ,1
Nabu-hamatua,1
Ubulu,1
Nabu-šarru-ibni,1
Makkame,1
Teši-eṭir,1
Bit-Zualza,1
Kurʾe-uballiṭ,1
Ṣala-il,1
Anat,1
Tuʾmanaya,1
Hatalla,1
naprušu,1
tahta,1
Gadya,1
Šulmu-bel-ašme,1
Harriru,1
raṭbu,1
raʾbu,1
purīṭu,1
Lu-ahuʾa,1
Bit-Haʾiraya,1
Bit-Sin-ibni,1
habāšu,1
mūdânūtu,1
niggallu,1
kurkuzannu,1
Hiritu,1
muppišu,1
kasāru,1
Aya-barakka,1
silītu,1
nahātu,1
puāšu,1
ṣadīdu,1
Hupapani,1
qištu,1
Aššur-bel-šarrani,1
Šamaš-reʾuwa,1
erbettu,1
esēru,1
HAR,1
zinnu,1
Amakani,1
Irtiašaya,1
palāšu,1
Arzuhinaya,1
Ilussa,1
Muhhi-ili-šapkaku,1
daššu,1
mahhuru,1
purdû,1
kīpu,1
bulû,1
paṣāṣu,1
Taškati,1
samāhu,1
šiptu,1
sarruru,1
gaṣṣānu,1
hadûtu,1
bunbullu,1
uṣultu,1
qinnatu,1
qarādu,1
Šamaš-emuranni,1
kâšunu,1
Halbišu,1
Bar-uri,1
maqaltānu,1
Baʾal-rakkab,1
dannatānu,1
maṣātānu,1
ikīsu,1
lâdu,1
Marduk-išmanni,1
nakāpu,1
Balti-lešir,1
ekit,1
ula,1
Sumuti,1
tašlīšūtu,1
Puṭiširi,1
Awyanu,1
Haya,1
rāmu,1
rūbu,1
ṣumāmītu,1
laplaptu,1
nādu,1
dummuqu,1
takrimāti,1
Nabu-zeru-uṣur,1
gulgullu,1
irṭu,1
Rahiṣ-Dadi,1
Waksatar,1
Paramu,1
Kudana,1
Nabu-mušezib,1
pazû,1
Umite,1
Napisaya,1
Amra,1
Ammi-ladin,1
pehû,1
Marduka,1
halālu,1
Humbappi,1
Šumma-šarru,1
Bir-il,1
Samsi-natan,1
ṣalittu,1
sehpu,1
dalāpu,1
rihṣu,1
šamhaṣu,1
paršumu,1
qadītu,1
Rukibtu,1
murṣu,1
ṣarāpu,1
mithāru,1
Si-abu,1
sarāhu,1
šupuhru,1
ṣad,1
pathu,1
Bit-Unqiaya,1
Aššur-šarru-iddina,1
Adapa,1
mašlu,1
Tarninu,1
Atamar-Marduk,1
šakrānû,1
šakāru,1
Mannaipite,1
Rama-il,1
Addiqritušu,1
Yairu,1
Ibašši-ilu,1
pahhizu,1
ṭabhu,1
Aramiš-šar-ilani,1
kidinnu,1
Kusitu,1
Saraya,1
Abni,1
enna,1
Amušu,1
Hamunayu,1
Libbali-šarrat,1
Aššur-etel-ilani-mukinni,1
kiššati,1
šaddattunu,1
pašāqu,1
habāru,1
šanûti-,1
laqānu,1
Babu-gamilat,1
gabû,1
nitiru,1
Asalluhi-ereš,1
Aššur-abu-iddina,1
Sudanina,1
Aššur-ušallim,1
Ahu-dur-enši,1
ša-lišāni,1
zamāru,1
Hambi,1
Zazaki,1
Zer-Issar,1
Nabu-bani-ahhe,1
takmīsu,1
ṣullulu,1
birtūtu,1
pušku,1
sissiktu,1
erkallu,1
dalīlu,1
magarru,1
Šar-warri,1
Luliʾaya,1
Šarru-iqbi,1
Arzi,1
Ariri,1
Atanha-ilu,1
Aššur-daʾʾin-aplu,1
latāku,1
murabbânūtu,1
ša-pān-bēt-qātī,1
Adunu-milkuti,1
Pan-Nabu-lamur,1
ša-pān-manê,1
Madanu,1
Bel-zeru-ibni,1
ṣulû,1
Seʾ-rapaʾ,1
Barhalzaya,1
Manziniri,1
Ṭudi,1
Ikkilu,1
Il-maʾadi,1
Mutakkil-Adad,1
Minda,1
Saggil-ramat,1
Abi-ili,1
Nergal-epuš,1
ṣummirātu,1
Iqbi-Aššur,1
šatbû,1
mītūtu,1
liqtu,1
ṣallumu,1
eqû,1
ša-danāni,1
šatīši,1
luppu,1
Ekallitu,1
qallīlu,1
Hamnanu,1
radādu,1
mušamhiṣu,1
Ahu-šamši,1
Ṣil-šarri,1
eṭēru,1
paṣādu,1
Šaridu,1
Nabu-ahhe-ereš,1
parakku,1
Aššur-nadin-šumi,1
Šukudu,1
qalālu,1
hamṭiš,1
Hanbi,1
nišhu,1
marhaṣu,1
kaṣāpu,1
